PlayerYear,allstar_current,allstar_next,allstar_ever,yrs_played,seasonYYYY,offseason_trade,media_mktsize_post,google_trends,team_winpct_pre,WC_post,dpoy,smoy,mip,roy,PG,SG,SF,PF,C,Opp_MP_per_G,Opp_FGA_per_G,Opp_PTS,Opp_TRB_per_G,Opp_AST_per_G,Age,G,GS,FG_perc,3P_perc,2P_perc,eFG_perc,FT_perc,MP_per_G,FG_per_G,FGA_per_G,3P_per_G,3PA_per_G,2P_per_G,2PA_per_G,FT_per_G,FTA_per_G,ORB_per_G,DRB_per_G,TRB_per_G,AST_per_G,STL_per_G,BLK_per_G,TOV_per_G,PF_per_G,PTS,FG_per_36m,FGA_per_36m,3P_per_36m,3PA_per_36m,2P_per_36m,2PA_per_36m,FT_per_36m,FTA_per_36m,ORB_per_36m,DRB_per_36m,TRB_per_36m,AST_per_36m,STL_per_36m,BLK_per_36m,TOV_per_36m,PF_per_36m,PTS_per_36m,PER,TS_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,FG_per_100p,FGA_per_100p,3P_per_100p,3PA_per_100p,2P_per_100p,2PA_per_100p,FT_per_100p,FTA_per_100p,ORB_per_100p,DRB_per_100p,TRB_per_100p,AST_per_100p,STL_per_100p,BLK_per_100p,TOV_per_100p,PF_per_100p,PTS_per_100p,ORtg,DRtg,P_G,P_GS,P_FG_perc,P_3P_perc,P_2P_perc,P_eFG_perc,P_FT_perc,P_MP_per_G,P_FG_per_G,P_FGA_per_G,P_3P_per_G,P_3PA_per_G,P_2P_per_G,P_2PA_per_G,P_FT_per_G,P_FTA_per_G,P_ORB_per_G,P_DRB_per_G,P_TRB_per_G,P_AST_per_G,P_STL_per_G,P_BLK_per_G,P_TOV_per_G,P_PF_per_G,P_PTS,P_FG_per_36m,P_FGA_per_36m,P_3P_per_36m,P_3PA_per_36m,P_2P_per_36m,P_2PA_per_36m,P_FT_per_36m,P_FTA_per_36m,P_ORB_per_36m,P_DRB_per_36m,P_TRB_per_36m,P_AST_per_36m,P_STL_per_36m,P_BLK_per_36m,P_TOV_per_36m,P_PF_per_36m,P_PTS_per_36m,P_PER,P_TS_perc,P_3PAr,P_FTr,P_ORB_perc,P_DRB_perc,P_TRB_perc,P_AST_perc,P_STL_perc,P_BLK_perc,P_TOV_perc,P_USG_perc,P_OWS,P_DWS,P_WS,P_WS_per_48,P_OBPM,P_DBPM,P_BPM,P_VORP,P_FG_per_100p,P_FGA_per_100p,P_3P_per_100p,P_3PA_per_100p,P_2P_per_100p,P_2PA_per_100p,P_FT_per_100p,P_FTA_per_100p,P_ORB_per_100p,P_DRB_per_100p,P_TRB_per_100p,P_AST_per_100p,P_STL_per_100p,P_BLK_per_100p,P_TOV_per_100p,P_PF_per_100p,P_PTS_per_100p,P_ORtg,P_DRtg
Henry Walker2015,0,0,0,6,2015,0,1.69784,0,0.451219512,0,0,0,0,0,0,0,1,0,0,-18.5,1.7,2.2,-0.5,-3.1,27,24,13,0.345,0.341,0.361,0.479,0.778,26.2,2.4,7,1.9,5.5,0.5,1.5,0.6,0.8,0.3,3.1,3.4,1.2,1,0.4,1,3.2,7.3,3.3,9.6,2.6,7.6,0.7,2.1,0.8,1,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10,8,0.497,0.786,0.107,1.4,14,7.8,7.2,2,1.2,12,15,-0.1,0.6,0.5,0.039,-0.9,-0.1,-1,0.2,4.9,14.1,3.8,11.1,1.1,3,1.2,1.5,0.6,6.3,6.9,2.4,2,0.8,2,6.4,14.7,96,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garnett2016,0,0,1,20,2016,0,1.71331,0.121027152,0.353658537,0,1,0,0,0,0,0,0,1,0,137.3,33.1,29.6,3.7,10.2,39,38,38,0.47,0,0.474,0.47,0.667,14.6,1.4,3,0,0,1.4,3,0.4,0.6,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,3.2,3.5,7.4,0,0.1,3.5,7.4,0.9,1.4,1,8.7,9.7,4,1.8,0.6,1,4.5,7.9,12.3,0.491,0.009,0.183,3.2,27.9,15.7,16.4,2.5,1.5,11.4,11.3,0.4,0.7,1.1,0.092,-2.5,2.5,0,0.3,4.9,10.4,0,0.1,4.9,10.3,1.3,1.9,1.4,12.2,13.6,5.6,2.5,0.9,1.5,6.3,11.1,107,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Griffin2016,0,0,1,5,2016,0,1.758866667,0.152599453,0.646341463,0,0,0,0,1,0,0,0,1,0,-62,-8.1,-6.2,-1.9,-5.8,26,35,35,0.499,0.333,0.504,0.504,0.727,33.4,8.6,17.2,0.2,0.5,8.4,16.7,4,5.5,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4,9.3,18.6,0.2,0.6,9.1,18,4.3,6,1.6,7.5,9,5.2,0.9,0.5,2.6,2.9,23,22.1,0.544,0.03,0.322,4.8,22.3,13.7,27.2,1.2,1.1,10.8,29.8,2.2,1.6,3.8,0.156,1.7,1.6,3.3,1.6,12.9,25.8,0.3,0.8,12.6,25.1,6,8.3,2.2,10.4,12.6,7.3,1.2,0.7,3.6,4.1,32.1,108,103,4,4,0.377,0.5,0.373,0.387,0.76,31.8,5,13.3,0.3,0.5,4.8,12.8,4.8,6.3,1.8,7,8.8,4,0.8,0.5,2.3,2.3,15,5.7,15,0.3,0.6,5.4,14.5,5.4,7.1,2,7.9,9.9,4.5,0.9,0.6,2.6,2.6,17,16.5,0.469,0.038,0.472,5.5,21.7,13.6,20.4,1.2,1.3,12.3,25.6,0,0.2,0.2,0.074,-2.4,2.5,0.1,0.1,8.1,21.4,0.4,0.8,7.7,20.6,7.7,10.1,2.8,11.3,14.1,6.5,1.2,0.8,3.6,3.6,24.2,98,103
Kendrick Perkins2016,0,0,0,12,2016,0,0.62402,0,0.365853659,0,0,0,0,0,0,0,0,0,1,-127.8,-18,-10.5,-7.4,-19.5,31,37,5,0.533,0,0.533,0.533,0.44,14.6,1.1,2,0,0,1.1,2,0.3,0.7,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5,2.7,5,0,0,2.7,5,0.7,1.7,1.7,6.8,8.5,2.1,0.7,0.7,2.7,4.3,6,6,0.529,0,0.333,4.9,21.8,13.1,7.9,1,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.007,-5.6,1.3,-4.3,-0.3,3.7,6.9,0,0,3.7,6.9,1,2.3,2.3,9.4,11.7,2.8,1,1,3.8,5.9,8.3,86,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemba Walker2016,0,1,0,4,2016,0,1.1299,0.399915807,0.585365854,0,0,0,0,0,1,0,0,0,0,-21.6,-3.6,-4.3,0.6,1.2,25,81,81,0.427,0.371,0.459,0.495,0.847,35.6,7,16.4,2.2,6,4.8,10.4,4.6,5.4,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9,7.1,16.6,2.3,6.1,4.8,10.5,4.6,5.5,0.7,3.8,4.5,5.3,1.6,0.5,2.1,1.4,21.1,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,6.3,3.6,9.9,0.165,4,0,4,4.4,9.9,23.1,3.2,8.5,6.7,14.6,6.5,7.6,1,5.2,6.2,7.3,2.2,0.7,3,1.9,29.4,112,105,7,7,0.366,0.326,0.382,0.412,0.943,37.1,8,21.9,2,6.1,6,15.7,4.7,5,0.4,2.6,3,4,1.3,0.6,1.7,1.4,22.7,7.8,21.2,1.9,6,5.8,15.2,4.6,4.8,0.4,2.5,2.9,3.9,1.2,0.6,1.7,1.4,22,18.2,0.472,0.281,0.229,1.2,8.5,4.6,24,1.8,1.2,6.7,33,-0.1,0.2,0.1,0.016,1.9,-1.8,0.1,0.1,11.4,31,2.8,8.7,8.5,22.3,6.7,7.1,0.6,3.7,4.3,5.7,1.8,0.8,2.4,2,32.3,97,110
Jerryd Bayless2017,0,0,0,8,2017,0,2.81685,0,0.341463415,0,0,0,0,0,1,0,0,0,0,19.9,4.1,1.8,2.2,5.1,28,3,1,0.344,0.4,0.333,0.375,0.9,23.7,3.7,10.7,0.7,1.7,3,9,3,3.3,1,3,4,4.3,0,0,3,1.3,11,5.6,16.2,1,2.5,4.6,13.7,4.6,5.1,1.5,4.6,6.1,6.6,0,0,4.6,2,16.7,8.7,0.453,0.156,0.313,4.6,14,9.3,29.4,0,0,19.8,27.7,-0.1,0,-0.1,-0.067,-5.2,-2.9,-8.2,-0.1,7.5,22,1.4,3.4,6.2,18.5,6.2,6.9,2.1,6.2,8.2,8.9,0,0,6.2,2.7,22.6,90,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omri Casspi2017,0,0,0,7,2017,1,2.41447,0.543637967,0.37804878,0,0,0,0,0,0,0,1,0,0,-32.6,-7.5,-7.6,0.1,-1,28,36,2,0.47,0.349,0.512,0.515,0.586,17.9,2.1,4.6,0.4,1.2,1.7,3.4,0.5,0.8,0.8,2.4,3.1,1,0.6,0.1,0.8,1.4,5.2,4.3,9.2,0.8,2.4,3.5,6.8,1,1.6,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4,10,0.526,0.262,0.177,4.9,15.2,10.1,8.6,1.8,0.4,14.1,14.4,0.1,0.4,0.5,0.038,-2.4,-0.6,-3,-0.2,6.1,12.9,1.2,3.4,4.9,9.5,1.3,2.3,2.1,6.7,8.8,2.9,1.8,0.2,2.3,3.9,14.6,102,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Davis2017,0,0,0,6,2017,0,1.14177,0,0.5,0,0,0,0,0,0,0,0,1,0,-3.3,-1.8,-0.7,-1.3,-1.7,27,46,12,0.528,0,0.528,0.528,0.617,17.2,1.6,3.1,0,0,1.6,3.1,1.1,1.8,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3,4.3,3.4,6.5,0,0,3.4,6.5,2.3,3.7,4.4,6.8,11.1,1.2,0.7,1,1.7,6.3,9.1,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,1,0.7,1.7,0.104,-2.2,0.1,-2.1,0,4.7,8.9,0,0,4.7,8.9,3.1,5.1,6,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,116,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jrue Holiday2017,0,0,1,7,2017,0,0.62402,0.097952787,0.414634146,0,0,0,0,0,1,0,0,0,0,-15.3,-2.5,-0.8,-1.9,-5.6,26,67,61,0.454,0.356,0.498,0.51,0.708,32.7,6,13.3,1.5,4.2,4.6,9.1,1.8,2.5,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2,15.4,6.7,14.7,1.6,4.6,5,10.1,2,2.8,0.8,3.6,4.3,8,1.6,0.7,3.2,2.2,16.9,17.1,0.532,0.315,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.084,1.2,0.5,1.7,2,9.1,20,2.2,6.3,6.8,13.7,2.7,3.8,1,4.9,5.9,10.9,2.2,1,4.3,3,23,104,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Patterson2017,0,0,0,1,2017,0,2.34139,0,0.524390244,0,0,0,0,0,0,1,0,0,0,-54.6,-12.8,-11.7,-1.2,-3.2,25,5,0,0.2,0.167,0.222,0.233,0.667,8,0.6,3,0.2,1.2,0.4,1.8,0.4,0.6,0.2,1.2,1.4,1.2,0.2,0,0.8,1.2,1.8,2.7,13.5,0.9,5.4,1.8,8.1,1.8,2.7,0.9,5.4,6.3,5.4,0.9,0,3.6,5.4,8.1,-1.9,0.276,0.4,0.2,2.8,16.3,9.6,21.1,1.2,0,19.7,22.2,-0.2,0,-0.1,-0.176,-9.9,-1.2,-11.2,-0.1,3.7,18.5,1.2,7.4,2.5,11.1,2.5,3.7,1.2,7.4,8.6,7.4,1.2,0,4.9,7.4,11.1,64,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Plumlee2017,0,0,0,4,2017,1,2.34139,0,0.43902439,0,0,0,0,0,0,0,0,0,1,-54.6,-12.8,-11.7,-1.2,-3.2,28,45,12,0.478,0,0.478,0.478,0.641,10.8,1,2,0,0,1,2,0.6,0.9,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,3.3,6.8,0,0,3.3,6.8,1.9,2.9,2.8,4.2,7.1,1.6,1.3,1,2.2,5.4,8.4,8.4,0.518,0,0.424,9,13.3,11.1,6.1,1.9,2.4,21.6,13.1,-0.1,0.5,0.5,0.045,-4.4,0.7,-3.6,-0.2,4.6,9.6,0,0,4.6,9.6,2.6,4.1,4,6,9.9,2.2,1.9,1.4,3.1,7.6,11.8,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwyane Wade2017,0,0,1,13,2017,1,1.39947,0.426094622,0.5,0,0,0,0,0,0,1,0,0,0,23.3,7.3,5.6,1.7,3.7,35,60,59,0.434,0.31,0.456,0.457,0.794,29.9,6.9,15.9,0.8,2.4,6.2,13.5,3.7,4.7,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,8.3,19.2,0.9,2.9,7.4,16.3,4.5,5.6,1.3,4.2,5.4,4.6,1.7,0.8,2.8,2.3,22,18.5,0.508,0.152,0.294,3.8,12.6,8.1,22.3,2.4,1.8,11.3,29.6,0.9,2.5,3.4,0.09,0.4,0.6,1,1.3,11.6,26.8,1.3,4.1,10.4,22.8,6.3,7.9,1.8,5.8,7.6,6.4,2.4,1.2,3.9,3.1,30.8,103,106,6,6,0.372,0.353,0.377,0.407,0.952,31.7,5.3,14.3,1,2.8,4.3,11.5,3.3,3.5,1,4,5,4,0.8,1.3,1.7,1.3,15,6.1,16.3,1.1,3.2,4.9,13.1,3.8,4,1.1,4.5,5.7,4.5,0.9,1.5,1.9,1.5,17.1,15.5,0.472,0.198,0.244,3.6,13.9,8.8,21.5,1.4,4.3,9.5,25,0.1,0.2,0.2,0.063,-2.3,1.4,-0.9,0.1,8.8,23.6,1.6,4.7,7.1,18.9,5.5,5.8,1.6,6.6,8.2,6.6,1.4,2.2,2.7,2.2,24.7,104,112
Omri Casspi2018,0,0,0,8,2018,1,0.62339,0.384524092,0.707317073,0,0,0,0,0,0,0,1,0,0,-103.9,-16.2,-11.2,-5,-15.8,29,53,7,0.58,0.455,0.595,0.604,0.725,14,2.3,3.9,0.2,0.4,2.1,3.5,0.9,1.3,0.6,3.2,3.8,1,0.3,0.4,0.7,1.3,5.7,5.8,10.1,0.5,1.1,5.4,9,2.4,3.4,1.5,8.3,9.7,2.5,0.9,0.9,1.8,3.5,14.6,15.5,0.632,0.106,0.333,4.9,24,15.1,9.5,1.2,2,13.5,16.3,1.2,1,2.2,0.141,-1.5,0,-1.4,0.1,7.8,13.5,0.7,1.4,7.2,12,3.3,4.5,2,11.1,13,3.3,1.2,1.2,2.4,4.6,19.5,117,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Drew2018,0,0,0,3,2018,0,0.62402,0,0.585365854,0,0,0,0,0,1,0,0,0,0,0.3,0.1,3.3,-3.3,-7.3,27,10,0,0.292,0.333,0.267,0.354,0,7,0.7,2.4,0.3,0.9,0.4,1.5,0,0,0.3,0,0.3,1,0,0,0.3,0.6,1.7,3.6,12.3,1.5,4.6,2.1,7.7,0,0,1.5,0,1.5,5.1,0,0,1.5,3.1,8.7,2.9,0.354,0.375,0,4.8,0,2.3,18.5,0,0,11.1,16.6,-0.1,0,-0.1,-0.061,-5.4,-5.3,-10.7,-0.2,4.8,16.4,2,6.1,2.7,10.2,0,0,2,0,2,6.8,0,0,2,4.1,11.6,87,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Hill2018,0,0,0,9,2018,0,1.39947,1.267505341,0.609756098,0,0,0,0,0,1,0,0,0,0,53,9.5,5.7,3.6,9.6,31,67,60,0.46,0.415,0.49,0.543,0.786,27,3.5,7.7,1.3,3.1,2.3,4.6,1.6,2.1,0.6,2.1,2.7,2.8,0.9,0.4,1.3,1.9,10,4.7,10.2,1.7,4.1,3,6.1,2.2,2.8,0.8,2.8,3.6,3.7,1.2,0.5,1.7,2.5,13.3,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6,6.5,14.1,2.3,5.7,4.2,8.5,3,3.9,1.2,3.8,5,5.1,1.7,0.7,2.4,3.5,18.4,113,113,19,18,0.45,0.314,0.538,0.511,0.774,29.3,3.1,6.9,0.8,2.7,2.3,4.2,2.2,2.8,0.7,1.5,2.2,2.2,0.5,0.4,1.2,2.7,9.2,3.8,8.5,1,3.3,2.8,5.2,2.6,3.4,0.8,1.8,2.6,2.7,0.6,0.5,1.4,3.4,11.3,10.5,0.567,0.389,0.405,2.7,6.1,4.4,11.5,0.9,1.3,12.5,14.6,0.6,0.2,0.8,0.072,-0.5,-1,-1.5,0.1,5.5,12.3,1.5,4.8,4,7.5,3.9,5,1.2,2.6,3.9,4,0.9,0.8,2.1,4.9,16.5,113,115
Luke Kennard2018,0,0,0,0,2018,0,1.77724,0,0.475609756,0,0,0,0,0,0,1,0,0,0,-29.9,-2.9,-1.8,-1.2,-5,21,73,9,0.443,0.415,0.463,0.53,0.855,20,2.8,6.4,1.1,2.7,1.7,3.7,0.9,1,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,7.6,5.1,11.4,2,4.8,3.1,6.6,1.6,1.9,0.5,3.8,4.3,3.1,1.1,0.3,1.7,2.1,13.7,12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-1.1,-0.4,-1.5,0.2,7,15.9,2.8,6.6,4.3,9.2,2.2,2.6,0.7,5.3,6,4.2,1.5,0.4,2.4,2.9,19,108,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Miles2018,0,0,0,12,2018,0,4.857333333,0,0.719512195,0,0,0,0,0,0,0,1,0,0,46.5,6.6,2.1,4.3,1.27E+01,30,70,3,0.379,0.361,0.434,0.516,0.835,19.1,3.2,8.6,2.3,6.5,0.9,2.1,1.2,1.4,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10,6.1,16.1,4.4,12.2,1.7,3.9,2.2,2.6,0.5,3.6,4.1,1.5,1,0.6,1.1,3.6,18.8,13,0.545,0.758,0.162,1.5,11,6.4,6,1.4,1.3,5.7,22.3,1.4,1.5,2.9,0.103,1.7,-2.2,-0.5,0.5,8.4,22.1,6,16.7,2.3,5.3,3,3.6,0.7,4.9,5.6,2,1.4,0.8,1.4,4.9,25.8,109,108,10,1,0.451,0.422,0.5,0.585,0.813,22.7,3.2,7.1,1.9,4.5,1.3,2.6,1.3,1.6,0.6,1.8,2.4,0.8,0.7,0.3,0.9,2.1,9.6,5.1,11.3,3,7.1,2.1,4.1,2.1,2.5,1,2.9,3.8,1.3,1.1,0.5,1.4,3.3,15.2,13.1,0.615,0.634,0.225,3.2,9.9,6.5,5.3,1.6,1,10.3,17.4,0.4,0,0.3,0.073,2,-1.7,0.3,0.1,7.1,15.8,4.2,10,2.9,5.8,2.9,3.6,1.3,4,5.4,1.8,1.6,0.7,2,4.7,21.4,116,118
Kyle O'Quinn2018,0,0,0,5,2018,1,0.99979,0,0.353658537,0,0,0,0,0,0,0,0,0,1,24.1,7.2,5.4,1.8,3.6,27,77,10,0.583,0.235,0.599,0.589,0.772,18,2.9,5,0.1,0.2,2.9,4.8,1.3,1.6,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1,5.8,10,0.1,0.4,5.7,9.5,2.5,3.3,3.1,9.1,12.2,4.1,0.9,2.5,2.6,5,14.3,20,0.625,0.044,0.331,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17,2.7,2.1,4.8,0.166,0.3,4.3,4.5,2.3,8,13.7,0.1,0.6,7.9,13.1,3.5,4.5,4.3,12.5,16.8,5.6,1.3,3.5,3.6,6.9,19.7,118,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Webb2018,0,0,0,0,2018,0,2.366766667,0,0.341463415,0,0,0,0,0,0,0,1,0,0,-58.7,-7.7,-2.9,-4.7,-15.6,24,10,0,0.25,0.211,0.4,0.333,0,12,0.6,2.4,0.4,1.9,0.2,0.5,0,0,0.8,1.6,2.4,0.4,0.1,0,0.4,1,1.6,1.8,7.2,1.2,5.7,0.6,1.5,0,0,2.4,4.8,7.2,1.2,0.3,0,1.2,3,4.8,2.2,0.333,0.792,0,7,14.3,10.6,4.5,0.4,0,14.3,10.1,-0.1,0,-0.1,-0.041,-5.1,-1.5,-6.6,-0.1,2.4,9.7,1.6,7.7,0.8,2,0,0,3.2,6.5,9.7,1.6,0.4,0,1.6,4,6.5,81,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0